楽曲名,難易度,楽曲レベル,クリアランク,スコアグレード,ハイスコア,プレー回数,クリア回数,ULTIMATE CHAIN,PERFECT
アワデコノヨヲ,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9751243,1,1,0,0
SAtAN,MAXIMUM,18,COMPLETE,AA,9361439,4,1,0,0
disordered asia,MAXIMUM,16,EXCESSIVE COMPLETE,S,9900841,3,3,0,0
Divine's:Bugscript,MAXIMUM,18,COMPLETE,AA+,9616216,3,3,0,0
Two of Us,MAXIMUM,15,EXCESSIVE COMPLETE,AAA,9730215,3,3,0,0
Dreaming feat.nomico,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9843581,4,4,0,0
私の恋色。,MAXIMUM,16,EXCESSIVE COMPLETE,S,9917163,2,2,0,0
Arcade Prison,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9739073,1,1,0,0
Evans,MAXIMUM,18,COMPLETE,AA+,9608282,3,3,0,0
Oriens,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9737149,1,1,0,0
Decoy,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9784869,1,1,0,0
New Leaf,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9676275,3,3,0,0
β,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9792830,1,1,0,0
RHYZING BEAT,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9612381,3,3,0,0
Re：End of a Dream,MAXIMUM,18,COMPLETE,AA,9302649,1,1,0,0
業焔繚乱,GRAVITY,18,COMPLETE,AA,9498069,3,3,0,0
Sky High,MAXIMUM,18,COMPLETE,AA,9433448,2,1,0,0
スピーカーガール！,GRAVITY,16,EXCESSIVE COMPLETE,AAA,9791142,1,1,0,0
CHERNOBOG,MAXIMUM,18,COMPLETE,AA+,9500611,3,1,0,0
ビビットストリーム,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9816676,1,1,0,0
Phlox,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9763033,1,1,0,0
蟲の棲む処,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9840025,4,4,0,0
Royal Judgement,GRAVITY,17,EXCESSIVE COMPLETE,AA+,9519331,2,1,0,0
ロプノールの商隊,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9732678,2,2,0,0
惑星☆ロリポップ,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9803392,1,1,0,0
分けるな危険！モモモモモモーイズム,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9650568,1,1,0,0
Awakening,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9790330,2,1,0,0
Awakening,MAXIMUM,19,PLAYED,AA,9303934,3,0,0,0
Wings of Glory,EXHAUST,15,PLAYED,S,9917081,1,0,0,0
Wings of Glory,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9651112,3,2,0,0
crossing blue,EXHAUST,16,PLAYED,AAA,9784849,1,0,0,0
crossing blue,MAXIMUM,18,COMPLETE,AA+,9639285,5,1,0,0
Xéroa,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9703000,2,1,0,0
BlueMoon Princess,EXHAUST,16,PLAYED,AAA+,9876698,1,0,0,0
BlueMoon Princess,MAXIMUM,18,COMPLETE,AA,9480349,2,1,0,0
プラネタジャーニー,EXHAUST,14,PLAYED,AAA+,9874213,1,0,0,0
プラネタジャーニー,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9655172,3,2,0,0
メルヘン風紀委員会,EXHAUST,14,PLAYED,S,9901960,1,0,0,0
メルヘン風紀委員会,MAXIMUM,17,PLAYED,AA+,9619928,2,0,0,0
Яe's NoVǢ,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9860627,3,2,0,0
Яe's NoVǢ,MAXIMUM,18,COMPLETE,AA+,9683030,2,1,0,0
からくりピエロ,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9856262,1,1,0,0
GERBERA-For Finalists-,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9602330,4,3,0,0
GERBERA-For Finalists-,MAXIMUM,19,PLAYED,A,8825950,1,0,0,0
Libera me,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9544134,2,2,0,0
ワールズエンド・ダンスホール,MAXIMUM,18,COMPLETE,AA,9428715,2,1,0,0
I,ADVANCED,15,EXCESSIVE COMPLETE,S,9918831,3,1,0,0
I,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9725935,3,2,0,0
A Lasting Promise,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9574095,10,8,0,0
CUTE-Reflection,EXHAUST,14,PLAYED,S,9933774,1,0,0,0
CUTE-Reflection,MAXIMUM,17,PLAYED,AA+,9685950,2,0,0,0
Cloud 9,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9817407,2,1,0,0
Cloud 9,MAXIMUM,18,COMPLETE,AA+,9568081,6,1,0,0
Sacrifice and Faith,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9892648,3,2,0,0
Sacrifice and Faith,MAXIMUM,18,COMPLETE,AA+,9578797,4,3,0,0
神話に芽吹く,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9897735,3,2,0,0
神話に芽吹く,MAXIMUM,18,COMPLETE,AA+,9517081,11,1,0,0
僕らの時間,MAXIMUM,17,PLAYED,AAA,9733606,2,0,0,0
羅生門,EXHAUST,15,EXCESSIVE COMPLETE,S,9908316,2,1,0,0
羅生門,MAXIMUM,17,PLAYED,AAA,9739527,1,0,0,0
Last Resort,ADVANCED,14,PLAYED,AAA+,9831460,1,0,0,0
Last Resort,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9811275,4,2,0,0
Last Resort,MAXIMUM,19,PLAYED,C,6965811,2,0,0,0
BREAKNECK NY☆N! NY★N!,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9789991,1,1,0,0
planetarium,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9618760,3,3,0,0
MONOLITH,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9681027,2,2,0,0
Lionheart,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9802169,1,1,0,0
Random Box,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9867579,1,1,0,0
CARNIVOROUS,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9804432,1,1,0,0
スカイダイバー,MAXIMUM,16,EXCESSIVE COMPLETE,S,9906156,1,1,0,0
SPACE VILLAGE,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9671464,1,1,0,0
それは花火のような恋,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9611082,3,3,0,0
トキメキストリーム,MAXIMUM,16,EXCESSIVE COMPLETE,S,9904076,1,1,0,0
びいすと！,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9745540,5,5,0,0
VOLTEXES IV,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9710920,1,1,0,0
メイビ～初恋！？ビスケット☆大作戦,MAXIMUM,18,COMPLETE,AA+,9569983,3,3,0,0
Lost wing at.0,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9757281,2,2,0,0
НУМЛ,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9808160,2,2,0,0
НУМЛ,MAXIMUM,18,PLAYED,AA,9305177,13,0,0,0
極彩天奏,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9852941,1,1,0,0
極彩天奏,MAXIMUM,18,EXCESSIVE COMPLETE,AA,9482257,4,4,0,0
Zelophilia,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9733290,5,5,0,0
ツキアカリ,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9840364,2,2,0,0
ボーイミーツ・ブルー,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9791666,4,4,0,0
ルミナスデイズ,MAXIMUM,16,EXCESSIVE COMPLETE,S,9908616,1,1,0,0
Lowermost revolt,MAXIMUM,18,COMPLETE,AA+,9617750,4,4,0,0
Royal Action,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9532004,4,4,0,0
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Empress Side,EXHAUST,19,COMPLETE,AA+,9507121,3,1,0,0
おにいちゃんハイテック,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9894475,5,5,0,0
Chaotic Romance,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9800918,2,2,0,0
Khionos TiARA,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9879171,1,1,0,0
Khionos TiARA,MAXIMUM,18,COMPLETE,AA+,9512448,3,2,0,0
Goddess Bless you,EXHAUST,15,EXCESSIVE COMPLETE,S,9904357,1,1,0,0
Goddess Bless you,MAXIMUM,18,COMPLETE,AA+,9576236,6,6,0,0
Xibercannon,EXHAUST,15,ULTIMATE CHAIN,AAA+,9896171,3,3,1,0
Xibercannon,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9803386,3,3,0,0
Destruction & Qreation,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9652635,1,1,0,0
DropZ-Line-,MAXIMUM,18,COMPLETE,AA,9353689,5,3,0,0
PIERROT KNIfE,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9670025,2,1,0,0
OPEN MY GATE,EXHAUST,15,PLAYED,S,9935535,1,0,0,0
OPEN MY GATE,MAXIMUM,18,COMPLETE,AA+,9511400,6,4,0,0
All Clear!!,EXHAUST,14,EXCESSIVE COMPLETE,S,9916134,2,1,0,0
All Clear!!,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9701568,5,4,0,0
Cy-Bird,EXHAUST,14,PLAYED,AAA+,9872783,1,0,0,0
Cy-Bird,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9619260,4,3,0,0
#SpeedyCats,EXHAUST,16,EXCESSIVE COMPLETE,AAA,9766325,3,2,0,0
#SpeedyCats,MAXIMUM,18,COMPLETE,AA,9318734,3,2,0,0
TWO-TORIAL,ADVANCED,14,PLAYED,S,9918730,1,0,0,0
TWO-TORIAL,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9610630,7,3,0,0
TWO-TORIAL,MAXIMUM,19,PLAYED,A+,9267791,7,0,0,0
Hug!! Vs. Hug!!,EXHAUST,16,PLAYED,AAA+,9835782,1,0,0,0
Hug!! Vs. Hug!!,MAXIMUM,18,COMPLETE,AA,9325581,3,2,0,0
BEAST BASS BOMB,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9874686,4,3,0,0
BEAST BASS BOMB,MAXIMUM,18,COMPLETE,AA+,9576100,3,1,0,0
Far Away,EXHAUST,14,PLAYED,AAA+,9897017,1,0,0,0
Far Away,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9749879,3,2,0,0
闇夜に舞うは紅の華,EXHAUST,15,EXCESSIVE COMPLETE,S,9930555,2,1,0,0
闇夜に舞うは紅の華,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9658931,4,3,0,0
GERBERA,EXHAUST,16,EXCESSIVE COMPLETE,S,9901713,1,1,0,0
GERBERA,MAXIMUM,18,COMPLETE,AA,9495677,7,1,0,0
It's a new day!,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9888718,1,1,0,0
HP:1,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9838833,1,1,0,0
HP:1,MAXIMUM,18,COMPLETE,A+,9232250,2,1,0,0
QUAKE,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9762071,3,3,0,0
゜*。Chantilly Fille。*°,MAXIMUM,16,EXCESSIVE COMPLETE,S,9908517,1,1,0,0
春時雨,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9863501,1,1,0,0
Fairy in Strasbourg,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9827709,3,3,0,0
Poppin’Cats!!,EXHAUST,15,ULTIMATE CHAIN,S,9952006,1,1,1,0
Poppin’Cats!!,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9659224,1,1,0,0
DREAMING-ING!!,MAXIMUM,16,EXCESSIVE COMPLETE,S,9900776,2,2,0,0
怒槌,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9899532,2,2,0,0
怒槌,MAXIMUM,18,COMPLETE,AA+,9545061,7,4,0,0
Scarlet Lance,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9835831,1,1,0,0
Scarlet Lance,MAXIMUM,18,COMPLETE,AA,9494926,4,3,0,0
セイクリッド ルイン,EXHAUST,15,ULTIMATE CHAIN,S,9946473,1,1,1,0
セイクリッド ルイン,MAXIMUM,18,COMPLETE,AA,9443963,3,1,0,0
炎夏の音,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9856262,8,8,0,0
狂騒こども節,MAXIMUM,16,EXCESSIVE COMPLETE,S,9911016,1,1,0,0
新米天使のメランコリー,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9812912,2,2,0,0
地球防衛乙女パンナコッター,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9874100,1,1,0,0
テレポーテーションでやってきた彼とのその後の顛末,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9858541,1,1,0,0
ペタ靴と憂夜リムーバー,EXHAUST,15,ULTIMATE CHAIN,S,9951716,2,2,1,0
ペタ靴と憂夜リムーバー,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9763220,1,1,0,0
キリステゴメン,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9765831,2,2,0,0
けもののおうじゃ★めうめう,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9832848,2,2,0,0
シノビシノノメ,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9816176,4,4,0,0
銃弾は解を撃ち抜いて,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9726970,2,1,0,0
Drizzly Venom,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9795719,1,1,0,0
ナイト・オブ・ロンド,MAXIMUM,16,EXCESSIVE COMPLETE,S,9948830,1,1,0,0
ミラクル・スイート・スイーツ・マジック！！,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9856596,1,1,0,0
couleur automnes de chocolat,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9805945,4,4,0,0
Ghost Trigger,EXHAUST,15,EXCESSIVE COMPLETE,AAA,9760132,5,5,0,0
Ghost Trigger,MAXIMUM,18,COMPLETE,AA+,9625151,4,4,0,0
Sadistic Stabbing,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9887307,3,3,0,0
Time to Air (jazz it up style),MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9803179,3,3,0,0
チルノのパーフェクトさんすう教室　⑨周年バージョン,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9833535,2,2,0,0
Doppelganger,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9828256,3,3,0,0
Doppelganger,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9613202,7,7,0,0
NEON LOVE♥POTION!!!,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9568385,7,4,0,0
444,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9848484,4,4,0,0
waxing and wanding(SS Remix),MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9872213,3,3,0,0
WONDER_WOBBLER,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9683202,3,2,0,0
Glitter Flatter Scatter,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9869109,2,2,0,0
Glitter Flatter Scatter,MAXIMUM,18,COMPLETE,AA+,9598778,11,10,0,0
Claidheamh Soluis-光の剣- feat.はるの,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9859976,2,2,0,0
のぼれ八坂坂！,EXHAUST,15,EXCESSIVE COMPLETE,S,9948702,1,1,0,0
のぼれ八坂坂！,MAXIMUM,18,COMPLETE,AA+,9563816,7,4,0,0
胸の中で誰かが,MAXIMUM,15,EXCESSIVE COMPLETE,S,9918444,2,2,0,0
Apocrypha,MAXIMUM,17,EXCESSIVE COMPLETE,S,9906832,6,6,0,0
Grand-Guignol,EXHAUST,16,EXCESSIVE COMPLETE,S,9906073,2,2,0,0
Grand-Guignol,MAXIMUM,18,EXCESSIVE COMPLETE,AAA,9717741,4,4,0,0
獅子奮迅,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9886524,2,2,0,0
獅子奮迅,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9648506,2,2,0,0
Spirit of the Beast,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9879564,1,1,0,0
Spirit of the Beast,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9594028,3,2,0,0
Fáfnir,EXHAUST,15,EXCESSIVE COMPLETE,S,9945778,2,2,0,0
Fáfnir,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9845333,4,4,0,0
Concertino in Blue,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9803017,6,6,0,0
Concertino in Blue,MAXIMUM,18,COMPLETE,AA,9390100,5,3,0,0
ULTiMATE INFLATiON,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9811178,2,1,0,0
ULTiMATE INFLATiON,MAXIMUM,18,COMPLETE,AA+,9506666,6,3,0,0
神獄烙桜,EXHAUST,16,EXCESSIVE COMPLETE,AAA,9770390,16,14,0,0
神獄烙桜,MAXIMUM,18,COMPLETE,AA+,9523121,7,5,0,0
Juggler's Maddness,EXHAUST,16,EXCESSIVE COMPLETE,S,9916825,5,3,0,0
Juggler's Maddness,MAXIMUM,18,COMPLETE,AA+,9581419,9,3,0,0
Staring at star,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9768960,2,1,0,0
Staring at star,MAXIMUM,19,COMPLETE,AA+,9512043,15,5,0,0
セイレーン ～悲壮の竪琴～,ADVANCED,14,ULTIMATE CHAIN,S,9963284,1,1,1,0
セイレーン ～悲壮の竪琴～,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9743647,8,5,0,0
セイレーン ～悲壮の竪琴～,MAXIMUM,19,PLAYED,AA,9314219,24,0,0,0
Dyscontrolled Galaxy,ADVANCED,14,EXCESSIVE COMPLETE,AAA+,9886006,4,3,0,0
Dyscontrolled Galaxy,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9521956,15,10,0,0
Dyscontrolled Galaxy,MAXIMUM,19,PLAYED,B,8341685,8,0,0,0
Deadly force,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9694085,4,3,0,0
Deadly force,MAXIMUM,19,COMPLETE,A+,9201349,14,4,0,0
FIN4LE ～終止線の彼方へ～,ADVANCED,15,EXCESSIVE COMPLETE,S,9955317,3,2,0,0
FIN4LE ～終止線の彼方へ～,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9516227,7,4,0,0
WHITEOUT,ADVANCED,15,EXCESSIVE COMPLETE,S,9917929,2,1,0,0
WHITEOUT,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9669573,6,5,0,0
Mirrorwall,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9830449,4,3,0,0
Mirrorwall,MAXIMUM,18,COMPLETE,AA,9471247,13,8,0,0
Theme of Ricerca,MAXIMUM,18,COMPLETE,AA+,9542253,2,2,0,0
Altale,MAXIMUM,17,EXCESSIVE COMPLETE,AA,9488294,6,4,0,0
PUPA,EXHAUST,16,EXCESSIVE COMPLETE,AA+,9664179,3,3,0,0
PUPA,MAXIMUM,18,COMPLETE,AA,9430017,17,1,0,0
Game Over,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9837716,5,5,0,0
JUNKIE FLAVOR,EXHAUST,16,EXCESSIVE COMPLETE,AA+,9691780,2,2,0,0
JUNKIE FLAVOR,MAXIMUM,18,PLAYED,A+,9200109,18,0,0,0
dreamin' of u,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9828605,1,1,0,0
rhythmology study,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9639612,4,4,0,0
Legendary Road,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9871350,3,3,0,0
SACRIFICE feat.ayame,MAXIMUM,18,COMPLETE,AA+,9621315,11,7,0,0
廃獄ドリームランド,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9828362,3,3,0,0
Burn everything,MAXIMUM,16,EXCESSIVE COMPLETE,S,9913280,3,3,0,0
冒涜的選択のアレグリア ft. Mayumi Morinaga,MAXIMUM,15,ULTIMATE CHAIN,S,9964813,2,2,1,0
Root Consciousness,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9851547,3,3,0,0
オンディーヌの泪,MAXIMUM,17,EXCESSIVE COMPLETE,S,9941956,5,5,0,0
ゴーストマスコット,MAXIMUM,16,ULTIMATE CHAIN,S,9943217,1,1,1,0
Gorgetech,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9856373,6,6,0,0
Gorgetech,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9557761,6,5,0,0
少女救世論,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9866238,9,8,0,0
Sweet Requiem,EXHAUST,16,EXCESSIVE COMPLETE,S,9905213,3,3,0,0
Sweet Requiem,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9686221,17,10,0,0
SprrRush!!,MAXIMUM,15,EXCESSIVE COMPLETE,S,9930486,1,1,0,0
つるぺったん,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9842443,3,3,0,0
ぱあ,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9866838,7,7,0,0
Finale,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9763888,4,4,0,0
I feel something for you,MAXIMUM,15,ULTIMATE CHAIN,S,9904996,1,1,1,0
透明な記憶の風穴,MAXIMUM,16,EXCESSIVE COMPLETE,S,9954600,1,1,0,0
FIRE IN MY HEART,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9667225,6,6,0,0
幽玄の桜,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9738095,5,5,0,0
雷鼓サンダービート,EXHAUST,15,EXCESSIVE COMPLETE,S,9916349,3,3,0,0
雷鼓サンダービート,MAXIMUM,18,COMPLETE,AA+,9548872,4,3,0,0
Regretful Flower,MAXIMUM,16,EXCESSIVE COMPLETE,S,9917660,3,3,0,0
私とあなたのMYOURENJI☆,MAXIMUM,16,EXCESSIVE COMPLETE,S,9914698,3,3,0,0
Vigor,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9787840,10,10,0,0
The Golden Era,EXHAUST,15,ULTIMATE CHAIN,AAA+,9865900,3,3,1,0
The Golden Era,MAXIMUM,18,COMPLETE,AA+,9501549,5,4,0,0
405nm(Shu※mix),MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9714889,2,2,0,0
Mind Mapping(ag Remix),MAXIMUM,16,EXCESSIVE COMPLETE,S,9959584,3,3,0,0
恋とキングコング,MAXIMUM,15,ULTIMATE CHAIN,S,9943862,1,1,1,0
Technical Master,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9806866,3,3,0,0
Dystopia,MAXIMUM,15,EXCESSIVE COMPLETE,S,9939180,4,4,0,0
トーホータノシ feat. 抹,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9893984,3,2,0,0
NEWBORN CRYING,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9892336,6,6,0,0
物凄いスペースシャトルでこいしが物凄いうた,EXHAUST,15,EXCESSIVE COMPLETE,S,9905857,2,2,0,0
物凄いスペースシャトルでこいしが物凄いうた,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9664412,6,5,0,0
Crystallize Forest,MAXIMUM,15,EXCESSIVE COMPLETE,S,9933422,2,2,0,0
Blue Fire,MAXIMUM,16,EXCESSIVE COMPLETE,S,9912280,4,4,0,0
Voltage Higher,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9823708,4,4,0,0
Gaze ft. 紫崎 雪,MAXIMUM,15,EXCESSIVE COMPLETE,S,9927335,1,1,0,0
Junk Mania,EXHAUST,15,ULTIMATE CHAIN,S,9945226,1,1,1,0
Junk Mania,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9718693,2,2,0,0
雪月花 (Shiron & Sound Artz Remix),MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9884645,2,2,0,0
