楽曲名,難易度,楽曲レベル,クリアランク,スコアグレード,ハイスコア,プレー回数,クリア回数,ULTIMATE CHAIN,PERFECT
爆なな☆てすとロイヤー,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9852467,1,1,0,0
GO BACK 2 YOUR RAVE,EXHAUST,16,EXCESSIVE COMPLETE,S,9937535,6,6,0,0
カタルシスの月,EXHAUST,16,EXCESSIVE COMPLETE,S,9905804,5,5,0,0
黒髪乱れし修羅となりて～凛 edition～,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9789669,9,9,0,0
虚空と光明のディスクール,EXHAUST,13,EXCESSIVE COMPLETE,S,9979508,1,1,0,0
水月鏡花のコノテーション,EXHAUST,15,EXCESSIVE COMPLETE,S,9976998,3,3,0,0
滅びに至るエランプシス,EXHAUST,13,EXCESSIVE COMPLETE,S,9938574,1,1,0,0
Question.,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9832635,9,9,0,0
人形裁判 -THIRD IMPACT-,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9728059,10,10,0,0
-約束-,EXHAUST,15,EXCESSIVE COMPLETE,S,9914529,1,1,0,0
Parousia,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9813739,10,10,0,0
archive::zip,EXHAUST,14,ULTIMATE CHAIN,S,9960965,4,4,1,0
archive::zip,GRAVITY,16,EXCESSIVE COMPLETE,S,9910607,10,8,0,0
Inixia,EXHAUST,16,EXCESSIVE COMPLETE,S,9908466,6,6,0,0
Inixia,GRAVITY,17,EXCESSIVE COMPLETE,AAA+,9806408,17,13,0,0
Virtual Bit,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9713910,6,6,0,0
ERROR CODE,EXHAUST,13,EXCESSIVE COMPLETE,S,9962825,1,1,0,0
ERROR CODE,GRAVITY,16,EXCESSIVE COMPLETE,S,9905933,5,5,0,0
XROSS THE XOUL,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9859533,5,5,0,0
XROSS THE XOUL,GRAVITY,18,EXCESSIVE COMPLETE,AA+,9661426,21,10,0,0
S1CK_F41RY,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9801980,12,11,0,0
Phantom Ensemble (ゆんゆん Remix),EXHAUST,13,ULTIMATE CHAIN,S,9968181,7,7,2,0
Russet,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9854430,6,6,0,0
Renegade Fruits,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9892566,6,3,0,0
Renegade Fruits,GRAVITY,18,COMPLETE,AAA,9700956,16,14,0,0
She is my wife,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9845399,10,10,0,0
お嫁にしなさいっ！,EXHAUST,15,EXCESSIVE COMPLETE,S,9903474,3,3,0,0
響縁,EXHAUST,16,EXCESSIVE COMPLETE,S,9907246,9,9,0,0
Enigma,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9617596,16,15,0,0
MG277,EXHAUST,18,COMPLETE,AA+,9565092,18,15,0,0
Never Fails,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9801543,11,11,0,0
Fox4-Raize-,EXHAUST,18,COMPLETE,AA+,9547055,17,12,0,0
Follow Up,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9795158,14,13,0,0
REVOLVER,EXHAUST,18,COMPLETE,AA+,9570393,34,21,0,0
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Emperor Side,EXHAUST,19,PLAYED,A,8982344,5,0,0,0
しゅわスパ大作戦☆ (カシオれ！くーにゃんリミックス),EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9890393,9,9,0,0
チルノとまりおのパーフェクトさんすう教室,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9743386,24,21,0,0
Demise Quartet,EXHAUST,18,COMPLETE,AA+,9607686,22,15,0,0
Help me， ERINNNNNN!! - SH Style -,EXHAUST,13,ULTIMATE CHAIN,S,9988888,3,3,1,0
Help me， CODYYYYYY!!,GRAVITY,16,EXCESSIVE COMPLETE,AAA+,9851828,6,6,0,0
Ultimate Fury,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9884326,15,15,0,0
JEHANNEDARC,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9629192,19,18,0,0
spectroscape,EXHAUST,16,ULTIMATE CHAIN,S,9907517,11,11,1,0
ツインソウル～輪廻する旋律～,EXHAUST,13,EXCESSIVE COMPLETE,S,9967741,5,5,0,0
常夏！！クリスタライズ・シャーベット,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9826776,8,8,0,0
伐折羅-vajra-,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9595141,22,15,0,0
アナーキーインザ夕景,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9824468,22,22,0,0
キズナ,EXHAUST,13,EXCESSIVE COMPLETE,S,9961937,3,3,0,0
「ここなつ☆」は夢のカタチ,EXHAUST,16,EXCESSIVE COMPLETE,S,9902760,7,7,0,0
Finally Dive,EXHAUST,15,ULTIMATE CHAIN,S,9904361,5,5,1,0
モラトリアムノオト,EXHAUST,13,EXCESSIVE COMPLETE,S,9950177,2,2,0,0
End to end,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9629319,25,20,0,0
EMPIRE OF FLAME,EXHAUST,18,COMPLETE,A+,9241666,42,5,0,0
Candy Colored Hearts,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9693654,15,14,0,0
雲の彼方,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9695863,25,23,0,0
NEO GRAVITY,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9651661,18,17,0,0
Lachryma《Re:Queen’M》,EXHAUST,18,COMPLETE,AA+,9565024,21,18,0,0
Lachryma《Re:Queen’M》,GRAVITY,20,PLAYED,A+,9266503,14,0,0,0
VOLTEXES,EXHAUST,15,EXCESSIVE COMPLETE,S,9900362,7,6,0,0
VOLTEXES II,EXHAUST,15,EXCESSIVE COMPLETE,S,9909828,2,1,0,0
VOLTEXES III,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9866910,9,8,0,0
激アツ☆マジヤバ☆チアガール,EXHAUST,13,ULTIMATE CHAIN,S,9970008,1,1,1,0
漆黒のスペシャルプリンセスサンデー,EXHAUST,17,EXCESSIVE COMPLETE,S,9903846,16,15,0,0
地方創生☆チクワクティクス,EXHAUST,15,EXCESSIVE COMPLETE,S,9930981,3,3,0,0
neko＊neko,EXHAUST,13,ULTIMATE CHAIN,S,9964065,3,3,1,0
フラッター現象の顛末と単一指向性の感情論,EXHAUST,15,EXCESSIVE COMPLETE,S,9928707,3,3,0,0
Aliquam,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9623794,15,13,0,0
XHAOS JUDGE,EXHAUST,19,COMPLETE,AA,9493181,44,20,0,0
conflict,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9704396,17,13,0,0
Stleq,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9758144,28,27,0,0
Never Ending,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9876507,8,8,0,0
Nofram,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9701130,32,28,0,0
冥天・ヘメロカリス,EXHAUST,18,COMPLETE,AA,9384890,8,4,0,0
コンフェイト＊コンチェルト,EXHAUST,14,EXCESSIVE COMPLETE,S,9959088,2,2,0,0
千客万来☆無問題！,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9898897,13,13,0,0
ムラサキグルマ,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9665645,17,12,0,0
闇夜舞踏会 -緋碧と蝶のためのmasquerade-,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9861927,4,4,0,0
Asian Chip City,EXHAUST,16,EXCESSIVE COMPLETE,S,9905966,4,4,0,0
About me,EXHAUST,15,EXCESSIVE COMPLETE,S,9917820,9,9,0,0
Angels And Demons,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9627867,24,21,0,0
Oriental Blossom,EXHAUST,16,EXCESSIVE COMPLETE,S,9942112,2,2,0,0
我楽多イノセンス,EXHAUST,16,EXCESSIVE COMPLETE,S,9911412,9,9,0,0
CUTIE☆EX-DREAM,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9784313,20,16,0,0
君がいる場所へ,EXHAUST,13,ULTIMATE CHAIN,S,9995555,3,3,1,0
交渉人・西行寺幽々子 vs スカーレット警察,EXHAUST,13,ULTIMATE CHAIN,S,9975308,3,3,2,0
The setting sun,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9897889,25,23,0,0
Seraphim,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9580357,35,25,0,0
ダブルラリアット,EXHAUST,15,EXCESSIVE COMPLETE,S,9907578,6,6,0,0
twilight signal,EXHAUST,15,EXCESSIVE COMPLETE,S,9929128,3,3,0,0
ドゥンガドゥンガ狂詩曲,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9826999,4,3,0,0
ハッピーシンセサイザ,EXHAUST,13,EXCESSIVE COMPLETE,S,9902080,1,1,0,0
Backflow,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9845323,15,15,0,0
Beyond the Sandstorm,EXHAUST,16,EXCESSIVE COMPLETE,S,9909983,3,3,0,0
Pieces of a Dream,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9759642,18,18,0,0
Pet Peeve,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9644563,18,17,0,0
Mayohiga Spurt,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9824093,26,23,0,0
みくみくにしてあげる♪【してやんよ】,EXHAUST,15,EXCESSIVE COMPLETE,S,9935794,4,4,0,0
メランコリック,EXHAUST,13,ULTIMATE CHAIN,S,9950584,1,1,1,0
Utopia,EXHAUST,16,ULTIMATE CHAIN,S,9960106,8,8,1,0
月光乱舞,EXHAUST,18,COMPLETE,AA+,9585253,23,6,0,0
月光乱舞,GRAVITY,19,COMPLETE,AA+,9520547,25,1,0,0
continew,EXHAUST,17,COMPLETE,AA+,9503105,10,3,0,0
ちぇいす いん ざ さんしゃいん！！！,EXHAUST,16,EXCESSIVE COMPLETE,S,9902634,8,8,0,0
FAKE STYLE II,EXHAUST,15,EXCESSIVE COMPLETE,S,9950779,4,4,0,0
Blacksphere,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9863459,16,14,0,0
Le ××××,EXHAUST,15,ULTIMATE CHAIN,S,9917012,6,5,1,0
零れる夢のレミニセンス,EXHAUST,13,EXCESSIVE COMPLETE,S,9983787,3,3,0,0
ショットガン・ラヴァーズ,EXHAUST,16,EXCESSIVE COMPLETE,S,9932813,3,3,0,0
じゅーじゅー♥焼肉の火からフェニックス！？～再誕の†炭火焼き～,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9832826,19,17,0,0
HAELE III ~Angel Worlds~,EXHAUST,15,EXCESSIVE COMPLETE,S,9922292,7,7,0,0
HAELE III ~Angel Worlds~,GRAVITY,18,COMPLETE,AA+,9618889,25,17,0,0
ドーパミン,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9666172,23,20,0,0
crêpe suzette,EXHAUST,16,EXCESSIVE COMPLETE,S,9918217,7,4,0,0
Shiawase Transmission,EXHAUST,16,EXCESSIVE COMPLETE,S,9904458,3,3,0,0
双翼 - Black Wings - SDVX Edit. -,EXHAUST,16,EXCESSIVE COMPLETE,S,9902985,4,4,0,0
Treasure,EXHAUST,13,ULTIMATE CHAIN,S,9936211,5,5,1,0
星の器 feat. らっぷびと,EXHAUST,16,EXCESSIVE COMPLETE,S,9927243,3,3,0,0
三つ数えろ,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9840936,21,19,0,0
Lucky*Clover,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9809139,10,10,0,0
マサカリブレイド,EXHAUST,18,COMPLETE,AA+,9669584,22,5,0,0
Garakuta Doll Play,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9617314,15,14,0,0
Garakuta Doll Play,HEAVENLY,19,COMPLETE,AA,9383832,10,7,0,0
きたさいたま2000,EXHAUST,18,COMPLETE,AA,9375361,16,14,0,0
きたさいたま2000,HEAVENLY,19,COMPLETE,AA,9362170,9,1,0,0
Got more raves？,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9630606,20,20,0,0
Got more raves？,HEAVENLY,19,COMPLETE,AA+,9512847,17,16,0,0
FLOWER,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9756901,34,22,0,0
FLOWER,HEAVENLY,19,COMPLETE,AA,9362613,24,1,0,0
ちくわパフェだよ☆ＣＫＰ,EXHAUST,15,EXCESSIVE COMPLETE,S,9942977,9,9,0,0
都会征服Girls☆,EXHAUST,14,ULTIMATE CHAIN,S,9918160,2,2,1,0
ホーンテッド★メイドランチ,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9675057,13,13,0,0
めうめうぺったんたん！！,EXHAUST,15,EXCESSIVE COMPLETE,S,9935024,1,1,0,0
滅亡天使 † にこきゅっぴん,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9821428,3,3,0,0
Warriors Aboot,EXHAUST,18,COMPLETE,AA,9486373,37,6,0,0
Vampire's Territory,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9710873,16,15,0,0
紅の剣舞,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9707903,19,18,0,0
Shanghai Wu Long ～上海舞龍～,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9559902,19,16,0,0
Sourire,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9863707,18,18,0,0
ハナビラ:リンクス,EXHAUST,15,EXCESSIVE COMPLETE,S,9953952,7,4,0,0
Firestorm,EXHAUST,19,EXCESSIVE COMPLETE,AAA,9786539,25,18,0,0
My name is TSUMABUKI,EXHAUST,14,EXCESSIVE COMPLETE,S,9943720,2,2,0,0
気まぐれスターダム,EXHAUST,13,EXCESSIVE COMPLETE,S,9933844,3,2,0,0
ギャラクシィ・トラベラー,EXHAUST,14,ULTIMATE CHAIN,S,9913949,3,3,1,0
Starlight Dance Floor,EXHAUST,13,ULTIMATE CHAIN,S,9976387,9,9,5,0
6弦とピアノのためのエチュード op.4,EXHAUST,16,EXCESSIVE COMPLETE,AAA,9714620,22,20,0,0
ECHO,EXHAUST,13,EXCESSIVE COMPLETE,S,9952339,5,5,0,0
深海シティアンダーグラウンド,EXHAUST,16,EXCESSIVE COMPLETE,S,9958700,6,6,0,0
eternita,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9889676,14,11,0,0
消失,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9710972,25,12,0,0
暴走,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9609316,12,11,0,0
夏色DIARY -Summer Dazzlin' Vacation miX-,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9822467,15,15,0,0
夏色DIARY -Summer Dazzlin' Vacation miX-,GRAVITY,16,EXCESSIVE COMPLETE,S,9901685,6,6,0,0
ΑΩ,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9718624,37,26,0,0
ΑΩ,GRAVITY,19,PLAYED,AA,9462793,23,0,0,0
veRtrageS,ADVANCED,13,EXCESSIVE COMPLETE,S,9925980,1,1,0,0
veRtrageS,EXHAUST,19,COMPLETE,AA+,9691629,37,21,0,0
XyHATTE,EXHAUST,18,COMPLETE,AA+,9611673,21,16,0,0
XyHATTE,GRAVITY,19,PLAYED,AA,9415766,25,0,0,0
citrus,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9897887,14,11,0,0
Blastix Riotz,EXHAUST,18,COMPLETE,AA,9433785,42,12,0,0
Blastix Riotz,GRAVITY,19,PLAYED,A+,9107301,14,0,0,0
Preserved Valkyria,EXHAUST,18,COMPLETE,AA+,9598014,39,20,0,0
Preserved Valkyria,GRAVITY,19,COMPLETE,AA,9423843,26,1,0,0
Witch in Sweetsland,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9655696,14,12,0,0
Ops:Code-Rapture-,EXHAUST,18,COMPLETE,AA+,9563967,33,22,0,0
Cold Inflation,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9881472,14,13,0,0
UnivEarth,EXHAUST,18,COMPLETE,AA+,9598503,25,19,0,0
Le Fruit Défendu,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9894091,9,8,0,0
TOXIC VIBRATION,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9703683,17,15,0,0
ΕΛΠΙΣ,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9626825,18,18,0,0
灼熱Beach Side Bunny,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9696808,37,29,0,0
リカーシブ・ファンクション,EXHAUST,15,ULTIMATE CHAIN,S,9905271,1,1,1,0
Opium and Purple haze,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9707890,11,9,0,0
Opium and Purple haze,GRAVITY,18,COMPLETE,AAA,9784128,35,22,0,0
シャ ビ ドゥ 素敵な恋の魔法,EXHAUST,15,EXCESSIVE COMPLETE,S,9911300,4,4,0,0
ネメシス SDVX Edit,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9667553,32,28,0,0
BOUNCE BOUNCE BOUNCE,EXHAUST,13,ULTIMATE CHAIN,S,9956730,11,11,1,0
Sounds Of Summer,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9849449,7,7,0,0
Innocent Floor,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9762746,25,24,0,0
In The Breeze,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9806848,4,4,0,0
INF-B《L-aste-R》,ADVANCED,12,COMPLETE,AAA+,9812126,1,1,0,0
INF-B《L-aste-R》,EXHAUST,18,COMPLETE,AA,9418546,40,15,0,0
Twin Blaster,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9861927,12,12,0,0
disco KAWAii,EXHAUST,14,EXCESSIVE COMPLETE,S,9909335,3,3,0,0
New Days,EXHAUST,15,ULTIMATE CHAIN,S,9906731,7,7,1,0
Princessどうかお願い!!,EXHAUST,15,EXCESSIVE COMPLETE,S,9913957,4,4,0,0
あれこれそれどれ,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9672456,9,8,0,0
Innocent Eyes,EXHAUST,13,ULTIMATE CHAIN,S,9987086,8,7,1,0
感情の魔天楼 ～ Arr.Demetori,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9817708,12,11,0,0
Crazy ∞ nighT,EXHAUST,15,ULTIMATE CHAIN,S,9900284,3,3,1,0
ロンロンへ　ライライライ！,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9820987,24,22,0,0
ロンロンへ　ライライライ！,GRAVITY,17,EXCESSIVE COMPLETE,AAA+,9802709,11,10,0,0
gigadelic (かめりあ's "The TERA" RMX),ADVANCED,12,PLAYED,B,8666100,1,0,0,0
gigadelic (かめりあ's "The TERA" RMX),EXHAUST,18,COMPLETE,AA+,9553072,41,22,0,0
The Wind of Gold(飛翔鳶 Remix),EXHAUST,13,ULTIMATE CHAIN,S,9976659,2,2,1,0
Monkey Business(Band Edit.),EXHAUST,16,EXCESSIVE COMPLETE,AAA,9781715,25,21,0,0
Wuv U(pico/ustic rmx),EXHAUST,16,EXCESSIVE COMPLETE,S,9915032,9,9,0,0
無双,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9861170,13,13,0,0
好きトキメキとキス,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9875290,13,12,0,0
時計仕掛けのメリーゴーランド,EXHAUST,13,ULTIMATE CHAIN,S,9945909,13,13,1,0
Pon-Pon-Pompoko Dai-Sen-Saw!,EXHAUST,18,COMPLETE,AA+,9597508,25,15,0,0
Lovesick Lovetune,EXHAUST,13,ULTIMATE CHAIN,S,9906496,15,15,1,0
One & Only,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9834532,8,8,0,0
EBONY & IVORY,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9651504,19,19,0,0
パ→ピ→プ→Yeah!,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9561503,27,17,0,0
ELECT,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9899219,7,7,0,0
Happy Sensation,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9867661,22,21,0,0
Milkyway - memorable -,EXHAUST,16,ULTIMATE CHAIN,AAA+,9883512,11,11,1,0
Our Faith (takdrive remix),EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9844244,14,13,0,0
ON FIRE,EXHAUST,15,EXCESSIVE COMPLETE,S,9919014,7,7,0,0
The willow and snow,EXHAUST,14,ULTIMATE CHAIN,AAA+,9851988,21,21,1,0
Discloze,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9756468,26,24,0,0
Virtual Sunrise (nana's Festival EDM Remix) feat. Kanae Asaba,EXHAUST,12,EXCESSIVE COMPLETE,AAA+,9870435,1,1,0,0
Monkey Business -Satire mix-,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9800550,22,22,0,0
量子の海のリントヴルム,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9574820,32,25,0,0
妖隠し -あやかしかくし-,EXHAUST,16,EXCESSIVE COMPLETE,AA+,9513540,36,35,0,0
千年ノ理,EXHAUST,14,EXCESSIVE COMPLETE,S,9903917,10,10,0,0
竹取飛翔 ～ Lunatic Princess (Ryu☆Remix),EXHAUST,16,EXCESSIVE COMPLETE,S,9905591,6,6,0,0
ほおずき程度には赤い頭髪,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9636741,41,37,0,0
Scarlet Moon,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9874666,21,20,0,0
Struggle,EXHAUST,13,ULTIMATE CHAIN,S,9973221,8,8,1,0
取り残された美術(Arranged:HiZuMi),EXHAUST,13,ULTIMATE CHAIN,S,9953893,4,4,1,0
NEON WORLD,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9597729,40,39,0,0
HAVOX,EXHAUST,19,COMPLETE,AA,9492521,67,4,0,0
BEAT-NEW-WORLD,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9707163,35,32,0,0
プレインエイジア -PHQ remix-,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9885164,13,13,0,0
ホメ猫☆センセーション,EXHAUST,16,EXCESSIVE COMPLETE,S,9922239,5,5,0,0
Russian Caravan Rhapsody,EXHAUST,15,EXCESSIVE COMPLETE,S,9907201,15,15,0,0
朝色の紙飛行機,EXHAUST,15,EXCESSIVE COMPLETE,S,9901709,6,2,0,0
AYAKASHI,NOVICE,5,PERFECT,S,10000000,1,1,0,1
AYAKASHI,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9845488,50,42,0,0
女言葉の消失,EXHAUST,13,EXCESSIVE COMPLETE,S,9928315,2,2,0,0
Poison Blood,EXHAUST,15,EXCESSIVE COMPLETE,S,9917987,3,3,0,0
M.A.Y.U.,EXHAUST,16,ULTIMATE CHAIN,AAA+,9873461,7,7,1,0
Everlasting Message,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9702664,12,12,0,0
Everlasting Message,GRAVITY,19,COMPLETE,AA+,9578090,17,4,0,0
混乱少女♥そふらんちゃん!!,ADVANCED,12,COMPLETE,AA,9430379,3,3,0,0
混乱少女♥そふらんちゃん!!,EXHAUST,18,COMPLETE,A+,9214547,68,2,0,0
Sayonara Planet Wars,EXHAUST,18,COMPLETE,AA,9388520,23,4,0,0
Chant du Cygne,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9725708,23,18,0,0
到達してしまった僕らと夢と希望の最之果,ADVANCED,12,EXCESSIVE COMPLETE,S,9909762,1,1,0,0
到達してしまった僕らと夢と希望の最之果,EXHAUST,18,COMPLETE,AA+,9655172,24,18,0,0
